"productkey","productalternatekey","product_name","productcategorykey","productcategoryalternatekey","product_category","productsubcategorykey","productsubcategoryalternatekey","product_subcategory"
305,"FR-M94B-38","HL Mountain Frame - Black, 38",2,2,"Components",12,12,"Mountain Frames"
306,"FR-M94B-38","HL Mountain Frame - Black, 38",2,2,"Components",12,12,"Mountain Frames"
307,"FR-M94S-38","HL Mountain Frame - Silver, 38",2,2,"Components",12,12,"Mountain Frames"
308,"FR-M94S-38","HL Mountain Frame - Silver, 38",2,2,"Components",12,12,"Mountain Frames"
309,"FR-M94S-38","HL Mountain Frame - Silver, 38",2,2,"Components",12,12,"Mountain Frames"
391,"FK-1639","LL Fork",2,2,"Components",10,10,"Forks"
392,"FK-5136","ML Fork",2,2,"Components",10,10,"Forks"
393,"FK-9939","HL Fork",2,2,"Components",10,10,"Forks"
394,"HS-0296","LL Headset",2,2,"Components",11,11,"Headsets"
395,"HS-2451","ML Headset",2,2,"Components",11,11,"Headsets"
396,"HS-3479","HL Headset",2,2,"Components",11,11,"Headsets"
397,"HB-M243","LL Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
398,"HB-M243","LL Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
399,"HB-M763","ML Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
400,"HB-M763","ML Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
401,"HB-M918","HL Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
402,"HB-M918","HL Mountain Handlebars",2,2,"Components",4,4,"Handlebars"
403,"HB-R504","LL Road Handlebars",2,2,"Components",4,4,"Handlebars"
404,"HB-R504","LL Road Handlebars",2,2,"Components",4,4,"Handlebars"
405,"HB-R720","ML Road Handlebars",2,2,"Components",4,4,"Handlebars"
406,"HB-R720","ML Road Handlebars",2,2,"Components",4,4,"Handlebars"
407,"HB-R956","HL Road Handlebars",2,2,"Components",4,4,"Handlebars"
408,"HB-R956","HL Road Handlebars",2,2,"Components",4,4,"Handlebars"
409,"FR-M63B-38","ML Mountain Frame - Black, 38",2,2,"Components",12,12,"Mountain Frames"
410,"FW-M423","LL Mountain Front Wheel",2,2,"Components",17,17,"Wheels"
411,"FW-M762","ML Mountain Front Wheel",2,2,"Components",17,17,"Wheels"
412,"FW-M928","HL Mountain Front Wheel",2,2,"Components",17,17,"Wheels"
413,"FW-R623","LL Road Front Wheel",2,2,"Components",17,17,"Wheels"
414,"FW-R762","ML Road Front Wheel",2,2,"Components",17,17,"Wheels"
415,"FW-R820","HL Road Front Wheel",2,2,"Components",17,17,"Wheels"
416,"FW-T905","Touring Front Wheel",2,2,"Components",17,17,"Wheels"
417,"FR-R72Y-38","ML Road Frame-W - Yellow, 38",2,2,"Components",14,14,"Road Frames"
418,"FR-R72Y-38","ML Road Frame-W - Yellow, 38",2,2,"Components",14,14,"Road Frames"
419,"RW-M423","LL Mountain Rear Wheel",2,2,"Components",17,17,"Wheels"
420,"RW-M762","ML Mountain Rear Wheel",2,2,"Components",17,17,"Wheels"
421,"RW-M928","HL Mountain Rear Wheel",2,2,"Components",17,17,"Wheels"
422,"RW-R623","LL Road Rear Wheel",2,2,"Components",17,17,"Wheels"
423,"RW-R762","ML Road Rear Wheel",2,2,"Components",17,17,"Wheels"
424,"RW-R820","HL Road Rear Wheel",2,2,"Components",17,17,"Wheels"
425,"RW-T905","Touring Rear Wheel",2,2,"Components",17,17,"Wheels"
426,"FR-M63B-40","ML Mountain Frame - Black, 40",2,2,"Components",12,12,"Mountain Frames"
427,"FR-M63B-44","ML Mountain Frame - Black, 44",2,2,"Components",12,12,"Mountain Frames"
428,"FR-M63B-48","ML Mountain Frame - Black, 48",2,2,"Components",12,12,"Mountain Frames"
429,"FR-R72Y-40","ML Road Frame-W - Yellow, 40",2,2,"Components",14,14,"Road Frames"
430,"FR-R72Y-40","ML Road Frame-W - Yellow, 40",2,2,"Components",14,14,"Road Frames"
431,"FR-R72Y-42","ML Road Frame-W - Yellow, 42",2,2,"Components",14,14,"Road Frames"
432,"FR-R72Y-42","ML Road Frame-W - Yellow, 42",2,2,"Components",14,14,"Road Frames"
433,"FR-R72Y-44","ML Road Frame-W - Yellow, 44",2,2,"Components",14,14,"Road Frames"
434,"FR-R72Y-44","ML Road Frame-W - Yellow, 44",2,2,"Components",14,14,"Road Frames"
435,"FR-R72Y-48","ML Road Frame-W - Yellow, 48",2,2,"Components",14,14,"Road Frames"
436,"FR-R72Y-48","ML Road Frame-W - Yellow, 48",2,2,"Components",14,14,"Road Frames"
437,"FR-R92B-62","HL Road Frame - Black, 62",2,2,"Components",14,14,"Road Frames"
438,"FR-R92B-62","HL Road Frame - Black, 62",2,2,"Components",14,14,"Road Frames"
439,"FR-R92B-44","HL Road Frame - Black, 44",2,2,"Components",14,14,"Road Frames"
440,"FR-R92B-44","HL Road Frame - Black, 44",2,2,"Components",14,14,"Road Frames"
441,"FR-R92B-48","HL Road Frame - Black, 48",2,2,"Components",14,14,"Road Frames"
492,"FR-T98Y-60","HL Touring Frame - Yellow, 60",2,2,"Components",16,16,"Touring Frames"
493,"FR-T67Y-62","LL Touring Frame - Yellow, 62",2,2,"Components",16,16,"Touring Frames"
494,"FR-T98Y-46","HL Touring Frame - Yellow, 46",2,2,"Components",16,16,"Touring Frames"
495,"FR-T98Y-50","HL Touring Frame - Yellow, 50",2,2,"Components",16,16,"Touring Frames"
496,"FR-T98Y-54","HL Touring Frame - Yellow, 54",2,2,"Components",16,16,"Touring Frames"
497,"FR-T98U-46","HL Touring Frame - Blue, 46",2,2,"Components",16,16,"Touring Frames"
498,"FR-T98U-50","HL Touring Frame - Blue, 50",2,2,"Components",16,16,"Touring Frames"
499,"FR-T98U-54","HL Touring Frame - Blue, 54",2,2,"Components",16,16,"Touring Frames"
500,"FR-T98U-60","HL Touring Frame - Blue, 60",2,2,"Components",16,16,"Touring Frames"
501,"RD-2308","Rear Derailleur",2,2,"Components",9,9,"Derailleurs"
502,"FR-T67U-50","LL Touring Frame - Blue, 50",2,2,"Components",16,16,"Touring Frames"
503,"FR-T67U-54","LL Touring Frame - Blue, 54",2,2,"Components",16,16,"Touring Frames"
504,"FR-T67U-58","LL Touring Frame - Blue, 58",2,2,"Components",16,16,"Touring Frames"
505,"FR-T67U-62","LL Touring Frame - Blue, 62",2,2,"Components",16,16,"Touring Frames"
506,"FR-T67Y-44","LL Touring Frame - Yellow, 44",2,2,"Components",16,16,"Touring Frames"
507,"FR-T67Y-50","LL Touring Frame - Yellow, 50",2,2,"Components",16,16,"Touring Frames"
508,"FR-T67Y-54","LL Touring Frame - Yellow, 54",2,2,"Components",16,16,"Touring Frames"
509,"FR-T67Y-58","LL Touring Frame - Yellow, 58",2,2,"Components",16,16,"Touring Frames"
510,"FR-T67U-44","LL Touring Frame - Blue, 44",2,2,"Components",16,16,"Touring Frames"
511,"FR-M63S-40","ML Mountain Frame-W - Silver, 40",2,2,"Components",12,12,"Mountain Frames"
512,"FR-M63S-42","ML Mountain Frame-W - Silver, 42",2,2,"Components",12,12,"Mountain Frames"
513,"FR-M63S-46","ML Mountain Frame-W - Silver, 46",2,2,"Components",12,12,"Mountain Frames"
514,"RB-9231","Rear Brakes",2,2,"Components",6,6,"Brakes"
515,"SE-M236","LL Mountain Seat/Saddle",2,2,"Components",15,15,"Saddles"
516,"SE-M798","ML Mountain Seat/Saddle",2,2,"Components",15,15,"Saddles"
517,"SE-M940","HL Mountain Seat/Saddle",2,2,"Components",15,15,"Saddles"
518,"SE-R581","LL Road Seat/Saddle",2,2,"Components",15,15,"Saddles"
519,"SE-R908","ML Road Seat/Saddle",2,2,"Components",15,15,"Saddles"
520,"SE-R995","HL Road Seat/Saddle",2,2,"Components",15,15,"Saddles"
521,"SE-T312","LL Touring Seat/Saddle",2,2,"Components",15,15,"Saddles"
522,"SE-T762","ML Touring Seat/Saddle",2,2,"Components",15,15,"Saddles"
523,"SE-T924","HL Touring Seat/Saddle",2,2,"Components",15,15,"Saddles"
524,"FR-M21S-42","LL Mountain Frame - Silver, 42",2,2,"Components",12,12,"Mountain Frames"
525,"FR-M21S-44","LL Mountain Frame - Silver, 44",2,2,"Components",12,12,"Mountain Frames"
526,"FR-M21S-48","LL Mountain Frame - Silver, 48",2,2,"Components",12,12,"Mountain Frames"
527,"FR-M21S-52","LL Mountain Frame - Silver, 52",2,2,"Components",12,12,"Mountain Frames"
531,"FR-M21B-42","LL Mountain Frame - Black, 42",2,2,"Components",12,12,"Mountain Frames"
532,"FR-M21B-44","LL Mountain Frame - Black, 44",2,2,"Components",12,12,"Mountain Frames"
533,"FR-M21B-48","LL Mountain Frame - Black, 48",2,2,"Components",12,12,"Mountain Frames"
534,"FR-M21B-52","LL Mountain Frame - Black, 52",2,2,"Components",12,12,"Mountain Frames"
542,"PD-M282","LL Mountain Pedal",2,2,"Components",13,13,"Pedals"
543,"PD-M340","ML Mountain Pedal",2,2,"Components",13,13,"Pedals"
544,"PD-M562","HL Mountain Pedal",2,2,"Components",13,13,"Pedals"
545,"PD-R347","LL Road Pedal",2,2,"Components",13,13,"Pedals"
546,"PD-R563","ML Road Pedal",2,2,"Components",13,13,"Pedals"
547,"PD-R853","HL Road Pedal",2,2,"Components",13,13,"Pedals"
548,"PD-T852","Touring Pedal",2,2,"Components",13,13,"Pedals"
549,"FR-M63S-38","ML Mountain Frame-W - Silver, 38",2,2,"Components",12,12,"Mountain Frames"
550,"FR-M21B-40","LL Mountain Frame - Black, 40",2,2,"Components",12,12,"Mountain Frames"
551,"FR-M21S-40","LL Mountain Frame - Silver, 40",2,2,"Components",12,12,"Mountain Frames"
552,"FD-2342","Front Derailleur",2,2,"Components",9,9,"Derailleurs"
553,"HB-T721","LL Touring Handlebars",2,2,"Components",4,4,"Handlebars"
554,"HB-T928","HL Touring Handlebars",2,2,"Components",4,4,"Handlebars"
555,"FB-9873","Front Brakes",2,2,"Components",6,6,"Brakes"
556,"CS-4759","LL Crankset",2,2,"Components",8,8,"Cranksets"
210,"FR-R92B-58","HL Road Frame - Black, 58",2,2,"Components",14,14,"Road Frames"
558,"CS-9183","HL Crankset",2,2,"Components",8,8,"Cranksets"
559,"CH-0234","Chain",2,2,"Components",7,7,"Chains"
601,"BB-7421","LL Bottom Bracket",2,2,"Components",5,5,"Bottom Brackets"
602,"BB-8107","ML Bottom Bracket",2,2,"Components",5,5,"Bottom Brackets"
603,"BB-9108","HL Bottom Bracket",2,2,"Components",5,5,"Bottom Brackets"
445,"SH-M897-S","Men's Sports Shorts, S",3,3,"Clothing",22,22,"Shorts"
236,"LJ-0192-X","Long-Sleeve Logo Jersey, XL",3,3,"Clothing",21,21,"Jerseys"
235,"LJ-0192-X","Long-Sleeve Logo Jersey, XL",3,3,"Clothing",21,21,"Jerseys"
234,"LJ-0192-L","Long-Sleeve Logo Jersey, L",3,3,"Clothing",21,21,"Jerseys"
464,"GL-H102-M","Half-Finger Gloves, M",3,3,"Clothing",20,20,"Gloves"
465,"GL-H102-M","Half-Finger Gloves, M",3,3,"Clothing",20,20,"Gloves"
466,"GL-H102-L","Half-Finger Gloves, L",3,3,"Clothing",20,20,"Gloves"
467,"GL-H102-L","Half-Finger Gloves, L",3,3,"Clothing",20,20,"Gloves"
468,"GL-F110-S","Full-Finger Gloves, S",3,3,"Clothing",20,20,"Gloves"
469,"GL-F110-M","Full-Finger Gloves, M",3,3,"Clothing",20,20,"Gloves"
470,"GL-F110-L","Full-Finger Gloves, L",3,3,"Clothing",20,20,"Gloves"
471,"VE-C304-S","Classic Vest, S",3,3,"Clothing",25,25,"Vests"
472,"VE-C304-M","Classic Vest, M",3,3,"Clothing",25,25,"Vests"
473,"VE-C304-L","Classic Vest, L",3,3,"Clothing",25,25,"Vests"
474,"SH-W890-S","Women's Mountain Shorts, S",3,3,"Clothing",22,22,"Shorts"
475,"SH-W890-M","Women's Mountain Shorts, M",3,3,"Clothing",22,22,"Shorts"
476,"SH-W890-L","Women's Mountain Shorts, L",3,3,"Clothing",22,22,"Shorts"
481,"SO-R809-M","Racing Socks, M",3,3,"Clothing",23,23,"Socks"
482,"SO-R809-L","Racing Socks, L",3,3,"Clothing",23,23,"Socks"
488,"SJ-0194-S","Short-Sleeve Classic Jersey, S",3,3,"Clothing",21,21,"Jerseys"
489,"SJ-0194-M","Short-Sleeve Classic Jersey, M",3,3,"Clothing",21,21,"Jerseys"
490,"SJ-0194-L","Short-Sleeve Classic Jersey, L",3,3,"Clothing",21,21,"Jerseys"
491,"SJ-0194-X","Short-Sleeve Classic Jersey, XL",3,3,"Clothing",21,21,"Jerseys"
225,"CA-1098","AWC Logo Cap",3,3,"Clothing",19,19,"Caps"
224,"CA-1098","AWC Logo Cap",3,3,"Clothing",19,19,"Caps"
223,"CA-1098","AWC Logo Cap",3,3,"Clothing",19,19,"Caps"
219,"SO-B909-L","Mountain Bike Socks, L",3,3,"Clothing",23,23,"Socks"
218,"SO-B909-M","Mountain Bike Socks, M",3,3,"Clothing",23,23,"Socks"
462,"GL-H102-S","Half-Finger Gloves, S",3,3,"Clothing",20,20,"Gloves"
461,"SB-M891-L","Men's Bib-Shorts, L",3,3,"Clothing",18,18,"Bib-Shorts"
460,"SB-M891-M","Men's Bib-Shorts, M",3,3,"Clothing",18,18,"Bib-Shorts"
459,"SB-M891-S","Men's Bib-Shorts, S",3,3,"Clothing",18,18,"Bib-Shorts"
458,"TG-W091-L","Women's Tights, L",3,3,"Clothing",24,24,"Tights"
457,"TG-W091-M","Women's Tights, M",3,3,"Clothing",24,24,"Tights"
456,"TG-W091-S","Women's Tights, S",3,3,"Clothing",24,24,"Tights"
455,"SH-M897-X","Men's Sports Shorts, XL",3,3,"Clothing",22,22,"Shorts"
454,"SH-M897-L","Men's Sports Shorts, L",3,3,"Clothing",22,22,"Shorts"
453,"SH-M897-M","Men's Sports Shorts, M",3,3,"Clothing",22,22,"Shorts"
237,"LJ-0192-X","Long-Sleeve Logo Jersey, XL",3,3,"Clothing",21,21,"Jerseys"
233,"LJ-0192-L","Long-Sleeve Logo Jersey, L",3,3,"Clothing",21,21,"Jerseys"
232,"LJ-0192-L","Long-Sleeve Logo Jersey, L",3,3,"Clothing",21,21,"Jerseys"
231,"LJ-0192-M","Long-Sleeve Logo Jersey, M",3,3,"Clothing",21,21,"Jerseys"
230,"LJ-0192-M","Long-Sleeve Logo Jersey, M",3,3,"Clothing",21,21,"Jerseys"
229,"LJ-0192-M","Long-Sleeve Logo Jersey, M",3,3,"Clothing",21,21,"Jerseys"
228,"LJ-0192-S","Long-Sleeve Logo Jersey, S",3,3,"Clothing",21,21,"Jerseys"
227,"LJ-0192-S","Long-Sleeve Logo Jersey, S",3,3,"Clothing",21,21,"Jerseys"
226,"LJ-0192-S","Long-Sleeve Logo Jersey, S",3,3,"Clothing",21,21,"Jerseys"
463,"GL-H102-S","Half-Finger Gloves, S",3,3,"Clothing",20,20,"Gloves"
528,"TT-M928","Mountain Tire Tube",4,4,"Accessories",37,37,"Tires and Tubes"
529,"TT-R982","Road Tire Tube",4,4,"Accessories",37,37,"Tires and Tubes"
530,"TT-T092","Touring Tire Tube",4,4,"Accessories",37,37,"Tires and Tubes"
480,"PK-7098","Patch Kit/8 Patches",4,4,"Accessories",37,37,"Tires and Tubes"
215,"HL-U509","Sport-100 Helmet, Black",4,4,"Accessories",31,31,"Helmets"
214,"HL-U509-R","Sport-100 Helmet, Red",4,4,"Accessories",31,31,"Helmets"
483,"RA-H123","Hitch Rack - 4-Bike",4,4,"Accessories",26,26,"Bike Racks"
535,"TI-M267","LL Mountain Tire",4,4,"Accessories",37,37,"Tires and Tubes"
536,"TI-M602","ML Mountain Tire",4,4,"Accessories",37,37,"Tires and Tubes"
537,"TI-M823","HL Mountain Tire",4,4,"Accessories",37,37,"Tires and Tubes"
538,"TI-R092","LL Road Tire",4,4,"Accessories",37,37,"Tires and Tubes"
539,"TI-R628","ML Road Tire",4,4,"Accessories",37,37,"Tires and Tubes"
540,"TI-R982","HL Road Tire",4,4,"Accessories",37,37,"Tires and Tubes"
541,"TI-T723","Touring Tire",4,4,"Accessories",37,37,"Tires and Tubes"
484,"CL-9009","Bike Wash - Dissolver",4,4,"Accessories",29,29,"Cleaners"
485,"FE-6654","Fender Set - Mountain",4,4,"Accessories",30,30,"Fenders"
486,"ST-1401","All-Purpose Bike Stand",4,4,"Accessories",27,27,"Bike Stands"
487,"HY-1023-70","Hydration Pack - 70 oz.",4,4,"Accessories",32,32,"Hydration Packs"
213,"HL-U509-R","Sport-100 Helmet, Red",4,4,"Accessories",31,31,"Helmets"
212,"HL-U509-R","Sport-100 Helmet, Red",4,4,"Accessories",31,31,"Helmets"
448,"PU-0452","Minipump",4,4,"Accessories",36,36,"Pumps"
447,"LO-C100","Cable Lock",4,4,"Accessories",34,34,"Locks"
446,"PA-T100","Touring-Panniers, Large",4,4,"Accessories",35,35,"Panniers"
452,"LT-H903","Headlights - Weatherproof",4,4,"Accessories",33,33,"Lights"
451,"LT-H902","Headlights - Dual-Beam",4,4,"Accessories",33,33,"Lights"
222,"HL-U509-B","Sport-100 Helmet, Blue",4,4,"Accessories",31,31,"Helmets"
221,"HL-U509-B","Sport-100 Helmet, Blue",4,4,"Accessories",31,31,"Helmets"
220,"HL-U509-B","Sport-100 Helmet, Blue",4,4,"Accessories",31,31,"Helmets"
450,"LT-T990","Taillights - Battery-Powered",4,4,"Accessories",33,33,"Lights"
449,"PU-M044","Mountain Pump",4,4,"Accessories",36,36,"Pumps"
217,"HL-U509","Sport-100 Helmet, Black",4,4,"Accessories",31,31,"Helmets"
216,"HL-U509","Sport-100 Helmet, Black",4,4,"Accessories",31,31,"Helmets"
477,"WB-H098","Water Bottle - 30 oz.",4,4,"Accessories",28,28,"Bottles and Cages"
478,"BC-M005","Mountain Bottle Cage",4,4,"Accessories",28,28,"Bottles and Cages"
479,"BC-R205","Road Bottle Cage",4,4,"Accessories",28,28,"Bottles and Cages"
